분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류
전시/미술,강남구,「율리시스 북아트전: 완전한 인간의 탄생」,2022-10-01~2023-03-19,서울특별시 강남구 영동대로138길 23,소전문화재단,문학과 미술을 사랑하는 독자,"7,000원",,,,https://www.instagram.com/sojeonbag/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=36e07c157c53441fb5f0407c254a4d4f&thumb=Y,2022-12-13,시민,2022-10-01,2023-03-19,
전시/미술,중구,"[서울디자인재단] 장 줄리앙 : 그러면, 거기 Jean Jullien : Then There",2022-10-01~2023-01-08,DDP 뮤지엄 전시1관,,전 연령,"일반 20,000원 청소년 15,000원 어린이 13,000원 특별권 8,000원",,,,http://ddp.or.kr/index.html?menuno=240&siteno=2&bbsno=437&boardno=15&bbstopno=437&act=view&subno=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=244b9c080c26411aa6754caed963c0e7&thumb=Y,2022-09-14,기관,2022-10-01,2023-01-08,
기타,마포구,[10-12월/전시] 종합자료실 기획전시 성간여행 - 별과 별사이를 방랑하다,2022-10-01~2022-12-31,5층 종합자료실,,일반,,,,,https://mplib.mapo.go.kr/sglib/index.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1fd989aa73a840eead31fbc0844aef31&thumb=Y,2022-10-07,기관,2022-10-01,2022-12-31,기타
기타,마포구,[10-12월/어린이갤러리] 제임스 웹으로 본 우주,2022-10-01~2022-12-31,어린이자료실,,누구나,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5808,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b9ada13cb3924da8ac2f511e148105d1&thumb=Y,2022-10-07,기관,2022-10-01,2022-12-31,어린이/청소년 문화행사
교육/체험,종로구,2022년 일반교육프로그램(10월~12월) 수강생 모집,2022-10-01~2022-12-31,서울무형문화재교육전시장,서울무형문화재교육전시장,홈페이지 참고,,,,,http://www.seoulmaster.co.kr/bbs/board.php?bo_table=bbs1&wr_id=103,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb7af8aefc1d47b2ace997ce952db2ce&thumb=Y,2022-09-06,기관,2022-10-01,2022-12-31,
전시/미술,강서구,[식물동행_가을] 서울식물원에서 다함께 해피 할로윈,2022-10-01~2022-11-30,서울식물원 (전시온실 지중해관과 열대관 곳곳),,누구나,"입장료 대인5,000원 청소년3,000원 소인2,000원",,,,https://botanicpark.seoul.go.kr/front/board/newsView.do?sn=8341&searchCondition=&searchKeyword=&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a1707bfd8e9d40a29be7206ad88566e1&thumb=Y,2022-10-27,기관,2022-10-01,2022-11-30,
기타,중구,시민청 시민공모사업 [웨이브 2022] 10월 프로그램,2022-10-01~2022-10-31,시민청,,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=bbs&bid=sch_board2&cat=&sort=gid&orderby=asc&recnum=20&where=&keyword=&p=1&uid=5095,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cdbcf1105e914b47a5538d95a835d44e&thumb=Y,2022-10-05,기관,2022-10-01,2022-10-31,
기타,중구,[서울애니메이션센터] 도심 속 문화체험공간! 만화도서관 & 애니소풍 (10월),2022-10-01~2022-10-30,"서울애니메이션센터 1,2층",,어린이/청소년/성인,"만화의집(무료) / 유료(애니소풍) 성인 4,000원, 어린이 6,000원",,,,https://www.ani.seoul.kr/ani/introduce/facilities.sba,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=761058f96883438085c516dbe10dfb54&thumb=Y,2022-09-14,기관,2022-10-01,2022-10-30,기타
교육/체험,광진구,[서울상상나라] (가족요리) 한글 쿠키,2022-10-01~2022-10-30,지하 1층 요리놀이실,,4세 이상 어린이와 보호자 1인,"14,000원",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08e5b66a7592418584c28ceefa8937ed&thumb=Y,2022-09-14,기관,2022-10-01,2022-10-30,어린이/청소년 문화행사
교육/체험,광진구,[서울상상나라] (오감요리) 핼러윈 피자,2022-10-01~2022-10-30,지하 1층 요리놀이실,https://www.seoulchildrensmuseum.org/education/educationList.do,5세 이상 어린이,"12,000원",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dd9ad547e55545aaa5dbba53b202568b&thumb=Y,2022-09-14,기관,2022-10-01,2022-10-30,어린이/청소년 문화행사
교육/체험,중랑구,옹기테마체험관 10월 프로그램,2022-10-01~2022-10-29,서울시 중랑구 신내로21길 116 옹기테마공원,,5세~성인,강좌별 상이,,"옹기공예, 한지공예, 가죽공예 프로그램으로 진행하며, 취미생활 및 아이들의 정서에 도움을 줄 수 있는 프로그램",,https://jnfac.or.kr/exhibition/program_list.html?gubun=4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1a21a5987ddc4d228c4c531b242f2d5d&thumb=Y,2022-09-02,기관,2022-10-01,2022-10-29,기타
기타,마포구,"[10월/ 어린이메이킹] 해봄아 노올자!, 해봄맘껏Time",2022-10-01~2022-10-29,4층 어린이자료실 해봄,,초등1~6학년 어린이(요일별 6명),,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5810,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0c702e29b4984846a7930ae792acce00&thumb=Y,2022-10-07,기관,2022-10-01,2022-10-29,어린이/청소년 문화행사
전시/미술,중구,[서울디자인재단] 기아 디자인 철학 아트웍 전시 ,2022-10-01~2022-10-23,DDP 뮤지엄 전시2관,,전 연령,무료 (사전예약+현장접수),,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=439&boardno=15&cateSched=15&bbstopno=439&act=view,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7af811d62944f9d82289c1c5352f7ec&thumb=Y,2022-09-14,기관,2022-10-01,2022-10-23,
축제-문화/예술,서초구,2022 한강페스티벌-가을(Hangang River Festival-FALL),2022-10-01~2022-10-16,한강 수상 및 한강공원 일대,,전국민(프로그램별로 다름),무료 또는 일부 유료(프로그램별로 다름),,,,https://festival.seoul.go.kr/hangang,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=35f63b61b3f84e1da1e60524aedd4d41&thumb=Y,2022-09-14,기관,2022-10-01,2022-10-16,
전시/미술,도봉구,《도봉의 숨겨진 공간을 일러스트로 재해석 하다》 아트정거장#3 팀 도봉,2022-10-01~2022-10-15,무중력지대 도봉,도봉문화재단,누구나,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=773&searchkey=NAME&search_gb=&gubun=02&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c537a31d28e43df9758c59bfa6cd789&thumb=Y,2022-09-28,기관,2022-10-01,2022-10-15,
뮤지컬/오페라,송파구,[한성백제박물관] 뮤지컬 근초고,2022-10-01~2022-10-09,한성백제박물관 한성백제홀,,시민 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=20509&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9234e82dab9a4c0fa13406bec9b2d1a7&thumb=Y,2022-09-14,기관,2022-10-01,2022-10-09,기타
연극,성동구,[성동 공연예술 프로젝트] 연극 '사랑의 형태',2022-10-01~2022-10-09,성수아트홀,성동문화재단,고등학생 이상,"전석 20,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=772&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e2e2d523a3b541418541f4eb3da28319&thumb=Y,2022-09-29,기관,2022-10-01,2022-10-09,
전시/미술,강동구,한강의 흐름展,2022-10-01~2022-10-09,복합문화공간 아트랑,강동문화재단,전체관람가,,,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1861&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9564a626e2cf4b95a48022336aeb78d7&thumb=Y,2022-09-28,기관,2022-10-01,2022-10-09,
뮤지컬/오페라,용산구,2022 한강노들섬오페라 [마술피리],2022-10-01~2022-10-02,한강노들섬 잔디마당,서울문화재단,만 5세이상 관람가능,,,,,https://www.sfac.or.kr/opensquare/notice/notice_list.do?cbIdx=955&bcIdx=133363&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=159b74ed219f4727945d1573b7091151&thumb=Y,2022-09-19,기관,2022-10-01,2022-10-02,
축제-문화/예술,성동구,2022 서울 아프리카 페스티벌,2022-10-01~2022-10-01,서울숲 가족마당 (서울 성동구 성수동1가 685-37),,남녀노소 누구나,,"조나단, 10cm, 챔피언팀, 젬베콜라, 퓨전엠씨&비보이존슨, 쿨레칸, 티아모뇽, 아프리카오버랜드, 아메네, 따그, 아프로코리아, DJ",,,https://africafestival.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=88fadfbfea88422ea30d65b4e9709e39&thumb=Y,2022-08-30,기관,2022-10-01,2022-10-01,
콘서트,금천구,시티 뮤직 페스티벌 In 서울,2022-10-01~2022-10-01,서울 금천구 시흥대로73길 70 금천구청 금나래아트홀 대공연장,,만7세이상,"22,000 ~ 55,000","재즈스트라, 히미츠, TIMY",,,http://www.shininglab.co.kr/page/colorful,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fb67b1c235a64ed5b51987f1e4dc0d3c&thumb=Y,2022-09-23,시민,2022-10-01,2022-10-01,
교육/체험,서대문구,2022 서울무용센터-K3안무센터 안무가 교류 프로그램(작업 공유회_서영란),2022-10-01~2022-10-01,"[세션1] 서울무용센터 야외 잔디, [세션2] 스튜디오 블랙",서울문화재단,프로그램 주제에 관심 있는 무용인 및 일반인  ※ 자녀분과 동행 가능하며 아이들을 위한 돌봄 선생님 계실 예정(아이들을 위한 별도 공간 마련),,,,,https://www.sfac.or.kr/artspace/artspace/dance_notice.do?cbIdx=985&bcIdx=133385&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=af40f43d10dd486d8a22b4dce4277ee9&thumb=Y,2022-09-26,기관,2022-10-01,2022-10-01,
기타,노원구,"2022 문화가 있는 날 지역특화프로그램 '노원구민 토크콘서트, 노원다움을 말하다!'",2022-10-01~2022-10-01,노원구청 6층 소강당,,누구나 신청 가능,,,,,http://www.nwcc.or.kr/main/main.php?categoryid=05&menuid=01&groupid=01&board=view&no=33318,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1ae3089a0b943f7a2fbe6d06884852b&thumb=Y,2022-09-21,기관,2022-10-01,2022-10-01,
클래식,마포구,2022 M 소나타 시리즈 #4 [백건우 피아노 리사이틀],2022-10-01~2022-10-01,마포아트센터 아트홀맥 ,,8세이상 관람가능 [미취학아동입장불가],"VIP 70,000원, R 60,000원 S 40,000원",백건우,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2018&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea52c232e1ec4b0886a072b519c61485&thumb=Y,2022-04-29,기관,2022-10-01,2022-10-01,기타
축제-기타,금천구,[온스테이지] 시티뮤직페스티벌 in 서울,2022-10-01~2022-10-01,금나래아트홀 공연장,금천문화재단,홈페이지 참고,"R석 55,000원, S석 33,000원, A석 22,000원",,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3499&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0345eae4592b49e9aeb701e3618bd91e&thumb=Y,2022-09-27,기관,2022-10-01,2022-10-01,
국악,종로구,[야광명월(夜光明月)]버드(bud),2022-10-01~2022-10-01,서울돈화문국악당 국악마당,서울돈화문국악당,전체관람가,전석 무료,버드(bud),"서울 도심 속 남녀노소 모두가 즐길 수 있는 이색적인 야외 공연이 펼쳐집니다. ？ 가을 저녁, 신선한 바람을 맞으며 다채로운 아티스트의 공연을 서울돈화문국악당에서 만나보세요.",,https://sdtt.or.kr/user/program/2022/10/1207,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=04fd03ae15e74539938e050d856a8f65&thumb=Y,2022-09-20,기관,2022-10-01,2022-10-01,기타
콘서트,노원구,인문학북콘서트 [인지하지 못했던 사사로운 것들] 5회차 '하고 싶은 말',2022-10-01~2022-10-01,노원문화예술회관 소공연장,,8세 이상,,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D2018%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%EC%9D%B8%EC%A7%80%ED%95%98%EC%A7%80%26search_startPage%3D&idx=286,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80fb1fc2ee4b4c23b3f54bf19389bcc0&thumb=Y,2022-08-10,기관,2022-10-01,2022-10-01,문화가 있는 날
교육/체험,종로구,공예멘토워크숍 (공예의 안팎: 직업을 말하다),2022-09-30~2022-12-30,전시3동 1층,,"청소년, 모든 시민",,,,,https://craftmuseum.seoul.go.kr/progrm/view/62,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=621b4dfb417045e5b5aee47259d1a44c&thumb=Y,2022-08-09,기관,2022-09-30,2022-12-30,기타
연극,종로구,"[돈의문박물관마을] 장소특정, 관객참여형 연극 '백 년의 밤'",2022-09-30~2022-12-02,돈의문박물관마을 일대,,전체관람가,"10,000","박: 심효민, 문: 권형준, 영: 이경은, 멀티남: 황성현, 멀티녀: 곽유경","돈의문박물관마을 전역을 배경으로 관객과 배우가 함께 걷고 관객이 극에 직접 참여하는 장소특정, 관객참여형 연극",,https://dmvillage.info/theater,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7902224f9aba442abb7bed5550f35fb2&thumb=Y,2022-10-07,기관,2022-09-30,2022-12-02,
콘서트,광진구,2022 광진 예술제,2022-09-30~2022-10-27,나루아트센터,광진문화재단,홈페이지 참고,,,,,http://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=782,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d27c407aa8e465cbca8319f87bb9c7d&thumb=Y,2022-09-27,기관,2022-09-30,2022-10-27,
콘서트,광진구,2022 광진예술제,2022-09-30~2022-10-27,나루아트센터,,누구나,,"김연자(가수), 신인선(가수), 홍지민(뮤지컬배우), 박준형(개그맨)","개막 축하공연, 전시회, 버스킹, 연극, 국악, 오케스트라 등",,http://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=782,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=223e4c6660db4218863c04d87ab4b79d&thumb=Y,2022-08-09,기관,2022-09-30,2022-10-27,기타
전시/미술,도봉구,2022 평화문화진지 기획전시 《re:seek》,2022-09-30~2022-10-13,평화문화진지 창작동,도봉문화재단,홈페이지 참고,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=775&searchkey=NAME&search_gb=&gubun=02&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7f037a332adb49e59b8e23ecceaa50fa&thumb=Y,2022-10-04,기관,2022-09-30,2022-10-13,
전시/미술,마포구,EXHIBITION  beyond  ~ 그 너머에 ~,2022-09-30~2022-10-09,히든플레이스  서대문구 이화여대2가길 24,,모든시민,무료,Chong Yang Hee + Sera,EXHIBITION  beyond  ~ 그 너머에 ~  Chong Yang Hee + Sera의 전시,EXHIBITION  beyond  ~ 그 너머에 ~  Chong Yang Hee + Sera,https://www.instagram.com/p/CiwMJq9PLnX/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=acfe219bf5a74b85b8737ccb2f3d7001&thumb=Y,2022-09-21,기관,2022-09-30,2022-10-09,기타
축제-문화/예술,중구,서울라이트 DDP,2022-09-30~2022-10-09,DDP 어울림광장 뮤지엄 2D벽면 ,,서울 시민 누구나,무료,,,,http://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=497&boardno=16&bbstopno=497&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef5e428cf25448fbbe5c1864f965ee1d&thumb=Y,2022-09-05,기관,2022-09-30,2022-10-09,기타
축제-기타,중구,[서울디자인재단] DDP 가을축제 : 비바뷰티,2022-09-30~2022-10-09,"DDP 어울림광장, 잔디언덕, D-숲",,전 연령,"무료(사전예약+현장접수, 프로그램별 상이) ",,,,http://ddp.or.kr/index.html?menuno=241&siteno=2&bbsno=498&boardno=16&bbstopno=498&act=view&subno=0,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d83239308d5e470e97ae8b925fac6ac5&thumb=Y,2022-09-14,기관,2022-09-30,2022-10-09,
축제-문화/예술,종로구,2022 한국문화축제 / K-Culture Festival 2022,2022-09-30~2022-10-08,광화문 일원 / 잠실 일원,,누구나 참여 가능,전행사 무료,,"2022년 한국문화축제는(K-Culture Festival) 팬-유니버스(FANIVERSE), 팬들이 주인공이 되는 축제입니다. 한국문화축제의 전야제, 개막제, 더케이 콘서트(폐막제), 더케이 팬 페어, 더케이 스테이지, 더케이 퍼레이드 그리고 K-푸드, K-뷰티 등과 관련된 다양한 프로그램들은 팬이 축제의 주인공이 되어, 한류문화 콘텐츠 크리에이터로서 참여할 수 있도록 마련되었습니다.",,https://kculturefestival.kr/html/ko/main.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2c874f02f2fe43e69ab5f60b6a8062cf&thumb=Y,2022-09-16,기관,2022-09-30,2022-10-08,
교육/체험,도봉구,2022 생활문화주간,2022-09-30~2022-10-06,도봉구 생활문화공간,도봉문화재단,누구나,홈페이지 참고,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=774&searchkey=NAME&search_gb=&gubun=03&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5ff89bd302384ee799bede9c3727dfd2&thumb=Y,2022-09-29,기관,2022-09-30,2022-10-06,
축제-기타,관악구,"2022 관악강감찬축제 신 귀주대첩, 전승기념 가요제 [낙성별곡] 참가자 모집",2022-09-30~2022-10-05,관악문화재단,,누구나,,,,,https://www.instagram.com/p/CihClEVPBxZ/?utm_source=ig_web_copy_link,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8f9dd74d8fc5497d803635f86fa3163f&thumb=Y,2022-09-16,기관,2022-09-30,2022-10-05,기타
축제-문화/예술,용산구,서울거리예술축제 2022,2022-09-30~2022-10-02,서울광장 그리고 노들섬 일대,,홈페이지 참고,,,,,http://ssaf.or.kr/program/program,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=93ac40945cdd4e6abdd6997f90b5c12f&thumb=Y,2022-09-28,기관,2022-09-30,2022-10-02,
축제-기타,송파구,제22회 한성백제문화제 [도도히 흘러온 문화의 힘],2022-09-30~2022-10-02,서울특별시 송파구 위례성대로 51,송파문화재단,홈페이지 참고,,,,,https://www.songpafac.or.kr/notice_view.do?brd_seq=325&curPage=&searchtype=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c32454b5e2d140ebad29a4bec8fcd421&thumb=Y,2022-09-19,기관,2022-09-30,2022-10-02,
축제-기타,종로구,2022 서울국악축제,2022-09-30~2022-10-02,서울특별시 종로구 돈화문로,,전연령,,,,,http://www.seoulgugak.com/index.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=86df1944df5a4aa6a767275007283f34&thumb=Y,2022-09-21,기관,2022-09-30,2022-10-02,기타
기타,송파구,서울책보고 심야책방,2022-09-30~2022-10-01,서울책보고,,홈페이지 참고,,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3203&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d489a8b855b54ea696ed366c0baf6506&thumb=Y,2022-09-13,기관,2022-09-30,2022-10-01,
기타,동대문구,2022 동대문구 문화재야행 - 월하홍릉,2022-09-30~2022-10-01,서울특별시 동대문구 청량리동 204-2,동대문문화재단,홈페이지 참고,홈페이지 참고,,,,http://ddmac.or.kr/sub04/sub01.php?type=view&uid=2535,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=baf2e3666d3f41b584e3a164f7eeb187&thumb=Y,2022-09-14,기관,2022-09-30,2022-10-01,
기타,서대문구,'수도성곽과 방어시설' 국제회의,2022-09-30~2022-09-30,스위스그랜드 호텔 그랜드볼룸,,관심있는 시민 누구나,,,,,https://seoulcitywall.seoul.go.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4639758bce1848eb94e68a195b3b980e&thumb=Y,2022-08-11,기관,2022-09-30,2022-09-30,
축제-기타,마포구,＂제7회 M 클래식 축제＂노래의 날개 위에 [러시안 멜로디],2022-09-30~2022-09-30,마포아트센터 아트홀맥,,8세이상관람가능,"전석 30,000원"," 바이올리니스트  칭기스 오스마노프 Chingiz Osmanov / 피아니스트  최승리/  테너 김동원 / 바리톤 김인휘 해설, / 사회 장일범 / 앙상블 더 브릿지 챔버 오케스트라","가을의 정취를 더하는 클래식의 선율    - 전람회의 그림, 보칼리제, 녹턴, 왕벌의 비행 등  우리에게 익숙한 멜로디","러시아를 대표하는 작곡가 차이콥스키, 라흐마니노프, 무소륵스키, 림스키코르사코프,  쇼스타코비치, 루빈시테인의 대표 작품을 한 자리에서 만나는 시간   수준 높은 연주로 호평 받고 있는 앙상블 더 브릿지 챔버 오케스트라와 세계 콩쿠르를 석권한 뛰어난 기량의 테너 정동원, 바리톤 김인휘가  선사하는 아름다운 하모니!  음악평론가 장일범의 위트 있는 진행과 해설이 곁들여져 1800-1900년대 꽃피운 러시아의 음악 이야기를 전한다.",https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_code=BOARD_1207683401&sc_hall_code=9&sc_b_category=17&pk_seq=2069&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=87beed3174fe427092f87175a0564088&thumb=Y,2022-08-05,기관,2022-09-30,2022-09-30,기타
축제-기타,마포구,＂제7회 M 클래식 축제＂브런치콘서트 [슈만 스페셜],2022-09-30~2022-09-30,마포아트센터 아트홀맥,,8세이상관람가능,"전석 10,000원", 피아니스트 안종도  /  해설 송현민,슈만 특유의 서정적이면서 은유의 미학이 녹아진 최고의 명곡 ‘다비드 동맹 무곡’을 만나는 시간!!,일 낭만주의를 대표하는 작곡가 슈만 그가 추구했던 낭만주의 음악의 정수가 녹아진 18개의 피아노 연작 ‘다비드 동맹 무곡’을 중심으로 남다른 음악적 세계관을 구축한 슈만의 이야기를 들여다본다.   활발하고 열정적인 플로레스탄과 조용하고 명상적인 오이제비우스 서로 상반된 성향을 가진 두 사람이 나누는 대화를 음악화한 작품을 통해  다양한 감정 스펙트럼을 엿보며 우리의 삶을 바라본다.    뛰어난 음악적 해석력을 겸비한 피아니스트 겸 하프시코디스트 안종도가 선사하는 명연주와  공연예술 전문지 ‘월간 객석’ 편집장이자 음악평론가로 왕성한 활동 중인 송현민의 해설이 더해져 재미있고 유익한 시간을 선물한다. ,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_code=BOARD_1207683401&sc_hall_code=9&sc_b_category=17&pk_seq=2070&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=95eaddb8031b48f28e97a2ebc7defdee&thumb=Y,2022-08-05,기관,2022-09-30,2022-09-30,기타
국악,종로구,[야광명월(夜光明月)]창작그룹 동화 ,2022-09-30~2022-09-30, 서울돈화문국악당 국악마당,서울돈화문국악당,전체관람가,전석 무료,창작그룹 동화 ,"서울 도심 속 남녀노소 모두가 즐길 수 있는 이색적인 야외 공연이 펼쳐집니다.  가을 저녁, 신선한 바람을 맞으며 다채로운 아티스트의 공연을 서울돈화문국악당에서 만나보세요.",,https://sdtt.or.kr/user/program/2022/9/1206,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d93e1dd491ab4996b54f05aed5bc1672&thumb=Y,2022-09-20,기관,2022-09-30,2022-09-30,기타
국악,종로구,[낮잠콘서트] 프로젝트 그리고,2022-09-30~2022-09-30,서울돈화문국악당 국악마당,,전체관람가,,,,,https://sdtt.or.kr/user/program/2022/9/1202,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=27102be4cdc245748a64e5d6ee3728f1&thumb=Y,2022-09-16,기관,2022-09-30,2022-09-30,
클래식,강동구,"사계 2050, 잃어버린 계절",2022-09-30~2022-09-30,서울특별시 강동구 동남로 870(상일동),강동문화재단,8세이상 관람가(미취학 아동 관람불가),"R석 50,000원 S석 30,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1836&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a7585b5dd154fa6bab76ab291254806&thumb=Y,2022-08-18,기관,2022-09-30,2022-09-30,
축제-전통/역사,성북구,제26회 선잠제,2022-09-30~2022-09-30,"성북동길(한성대입구~선잠단지), 선잠단지",,전연령,,,,,http://museum.sb.go.kr/bbs/bbsMsgDetail.do?bcd=notice&msg_seq=156,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6dbce76d06bc4aee9bbc5a48fda440b3&thumb=Y,2022-09-17,기관,2022-09-30,2022-09-30,기타
교육/체험,송파구,"[한성백제박물관] 초등 4~6학년 학급 원격 교육 [성큼성큼! 고구려, 한강으로]",2022-09-29~2022-12-16,실시간 원격수업(Zoom),,초등생,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=20485&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb25417a47954bfaa918e93c8d60eb90&thumb=Y,2022-09-14,기관,2022-09-29,2022-12-16,기타
교육/체험,송파구,[한성백제박물관] 초등 4~6학년 학급 현장 교육 [고분벽화 속 고구려 사람들],2022-09-29~2022-12-16,한성백제박물관 교육실,,초등생,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=20491&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f67b310304e948898cfc551b9677084b&thumb=Y,2022-09-14,기관,2022-09-29,2022-12-16,기타
